category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	fdr
GO:0043198	0.9999999999884363	0.8491619672359695	0	2	dendritic shaft	CC	1.0
GO:0007000	0.9999999999884608	0.7338740993702828	0	4	nucleolus organization	BP	1.0
GO:0008205	0.999999999988461	0.8594995060746098	0	2	ecdysone metabolic process	BP	1.0
GO:0034513	0.9999999999884913	0.8683250863525795	0	3	box H/ACA snoRNA binding	MF	1.0
GO:0004482	0.9999999999886293	0.9597542828456246	0	1	mRNA (guanine-N7-)-methyltransferase activity	MF	1.0
GO:0033583	0.99999999998867	0.7960994256694243	0	3	rhabdomere membrane	CC	1.0
GO:0031177	0.999999999988701	0.8085454794552962	0	4	phosphopantetheine binding	MF	1.0
GO:0002949	0.9999999999887099	0.8627779106865591	0	2	tRNA threonylcarbamoyladenosine modification	BP	1.0
GO:0046294	0.9999999999887151	0.8641007321193154	0	2	formaldehyde catabolic process	BP	1.0
GO:0005960	0.9999999999888128	0.7983769577224166	0	3	glycine cleavage complex	CC	1.0
GO:0051604	0.9999999999888161	0.7228265600480153	0	4	protein maturation	BP	1.0
GO:0030125	0.9999999999889164	0.7292267836813967	0	4	clathrin vesicle coat	CC	1.0
GO:0032050	0.9999999999889164	0.7292267836813967	0	4	clathrin heavy chain binding	MF	1.0
GO:0060702	0.9999999999892034	0.859977295929524	0	2	negative regulation of endoribonuclease activity	BP	1.0
GO:0015495	0.9999999999892139	0.8502930607106722	0	2	gamma-aminobutyric acid:proton symporter activity	MF	1.0
GO:0042816	0.9999999999892244	0.927129228090698	0	1	vitamin B6 metabolic process	BP	1.0
GO:0043104	0.9999999999892244	0.927129228090698	0	1	positive regulation of GTP cyclohydrolase I activity	BP	1.0
GO:0046467	0.9999999999892244	0.927129228090698	0	1	membrane lipid biosynthetic process	BP	1.0
GO:0047127	0.9999999999892244	0.927129228090698	0	1	thiomorpholine-carboxylate dehydrogenase activity	MF	1.0
GO:0099050	0.9999999999892244	0.927129228090698	0	1	vesicle scission	BP	1.0
GO:1903741	0.9999999999892244	0.927129228090698	0	1	negative regulation of phosphatidate phosphatase activity	BP	1.0
GO:0043457	0.9999999999892565	0.8491095838331794	0	2	regulation of cellular respiration	BP	1.0
GO:1990131	0.9999999999892667	0.8535705528173029	0	2	Gtr1-Gtr2 GTPase complex	CC	1.0
GO:0051924	0.9999999999892698	0.8506851478048052	0	2	regulation of calcium ion transport	BP	1.0
GO:0004577	0.9999999999894269	0.9093385308879952	0	2	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity	MF	1.0
GO:0045930	0.9999999999894374	0.8491271391181086	0	2	negative regulation of mitotic cell cycle	BP	1.0
GO:0045127	0.9999999999895168	0.921842116158909	0	1	N-acetylglucosamine kinase activity	MF	1.0
GO:0008276	0.9999999999895295	0.7392368647260228	0	4	protein methyltransferase activity	MF	1.0
GO:0036466	0.9999999999895464	0.7634208117813571	0	4	synaptic vesicle recycling via endosome	BP	1.0
GO:0060293	0.999999999989549	0.8583228862494444	0	2	germ plasm	CC	1.0
GO:0090297	0.999999999989601	0.7503676391733378	0	4	positive regulation of mitochondrial DNA replication	BP	1.0
GO:0006393	0.9999999999896412	0.8518355704988442	0	2	termination of mitochondrial transcription	BP	1.0
GO:0099518	0.9999999999896674	0.8515181010210138	0	2	vesicle cytoskeletal trafficking	BP	1.0
GO:0004605	0.9999999999897148	0.8543000474191514	0	2	phosphatidate cytidylyltransferase activity	MF	1.0
GO:0016024	0.9999999999897148	0.8543000474191514	0	2	CDP-diacylglycerol biosynthetic process	BP	1.0
GO:1900244	0.9999999999897212	0.7264670113244344	0	4	positive regulation of synaptic vesicle endocytosis	BP	1.0
GO:0071313	0.9999999999897256	0.733170974504119	0	4	cellular response to caffeine	BP	1.0
GO:0098754	0.9999999999897256	0.733170974504119	0	4	detoxification	BP	1.0
GO:0015936	0.9999999999898823	0.8703931306220002	0	2	coenzyme A metabolic process	BP	1.0
GO:0035232	0.9999999999898823	0.8703931306220002	0	2	germ cell attraction	BP	1.0
GO:0007376	0.999999999989886	0.8522038736506629	0	2	cephalic furrow formation	BP	1.0
GO:0017076	0.999999999989886	0.8522038736506629	0	2	purine nucleotide binding	MF	1.0
GO:0001674	0.9999999999900101	0.7229595508066635	0	4	female germ cell nucleus	CC	1.0
GO:0008031	0.9999999999900125	0.9505297977215517	0	1	eclosion hormone activity	MF	1.0
GO:0097240	0.999999999990101	0.8523197544209914	0	2	chromosome attachment to the nuclear envelope	BP	1.0
GO:0097298	0.999999999990101	0.8523197544209914	0	2	regulation of nucleus size	BP	1.0
GO:1902380	0.9999999999902165	0.9436041092981229	0	1	positive regulation of endoribonuclease activity	BP	1.0
GO:0035614	0.9999999999902268	0.943403192661868	0	1	snRNA stem-loop binding	MF	1.0
GO:0097158	0.9999999999902268	0.943403192661868	0	1	pre-mRNA intronic pyrimidine-rich binding	MF	1.0
GO:0097484	0.9999999999902279	0.8749486260083957	0	2	dendrite extension	BP	1.0
GO:0003837	0.9999999999902764	0.9255810529930559	0	1	beta-ureidopropionase activity	MF	1.0
GO:0033396	0.9999999999902764	0.9255810529930559	0	1	beta-alanine biosynthetic process via 3-ureidopropionate	BP	1.0
GO:0042989	0.9999999999904128	0.8561491471315289	0	2	sequestering of actin monomers	BP	1.0
GO:0097575	0.9999999999904147	0.666113651504866	0	5	lateral cell cortex	CC	1.0
GO:0072594	0.9999999999904338	0.8553181368087102	0	2	establishment of protein localization to organelle	BP	1.0
GO:0060236	0.9999999999905028	0.9153340933857376	0	2	regulation of mitotic spindle organization	BP	1.0
GO:0005732	0.9999999999905174	0.7291344090055453	0	5	sno(s)RNA-containing ribonucleoprotein complex	CC	1.0
GO:0070742	0.9999999999905353	0.9627144991998466	0	1	C2H2 zinc finger domain binding	MF	1.0
GO:0046823	0.9999999999905784	0.8502050142765994	0	2	negative regulation of nucleocytoplasmic transport	BP	1.0
GO:0045261	0.9999999999905808	0.7394686588076984	0	4	proton-transporting ATP synthase complex, catalytic core F(1)	CC	1.0
GO:1904667	0.9999999999906385	0.8505506738914663	0	2	negative regulation of ubiquitin protein ligase activity	BP	1.0
GO:0018064	0.9999999999906674	0.8549529996327327	0	2	protein-L-histidine N-tele-methyltransferase activity	MF	1.0
GO:1904058	0.9999999999906704	0.7834912167978462	0	3	positive regulation of sensory perception of pain	BP	1.0
GO:0071339	0.999999999990703	0.7900476402288311	0	4	MLL1 complex	CC	1.0
GO:0008821	0.9999999999907302	0.7904541873920883	0	3	crossover junction endodeoxyribonuclease activity	MF	1.0
GO:0009435	0.9999999999907382	0.8551748257907854	0	2	NAD biosynthetic process	BP	1.0
GO:0140700	0.9999999999907395	0.8643349417747743	0	2	3',2'-cyclic GMP-AMP synthase activity	MF	1.0
GO:1902615	0.9999999999907395	0.8643349417747743	0	2	immune response involved in response to exogenous dsRNA	BP	1.0
GO:0006098	0.9999999999907833	0.868770929646652	0	2	pentose-phosphate shunt	BP	1.0
GO:0005746	0.9999999999908802	0.8858645209462948	0	3	mitochondrial respirasome	CC	1.0
GO:0005113	0.9999999999908916	0.6645369394456502	0	5	patched binding	MF	1.0
GO:0004813	0.9999999999909008	0.7848953151488062	0	3	alanine-tRNA ligase activity	MF	1.0
GO:0006419	0.9999999999909008	0.7848953151488062	0	3	alanyl-tRNA aminoacylation	BP	1.0
GO:0030123	0.9999999999910043	0.7394061491532521	0	4	AP-3 adaptor complex	CC	1.0
GO:0045055	0.9999999999910163	0.849281149466097	0	2	regulated exocytosis	BP	1.0
GO:0000710	0.9999999999910526	0.8643503240837515	0	2	meiotic mismatch repair	BP	1.0
GO:0043154	0.9999999999910817	0.8043192226327658	0	3	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	BP	1.0
GO:0004757	0.9999999999911708	0.8590173360145802	0	2	sepiapterin reductase activity	MF	1.0
GO:0045121	0.9999999999912337	0.7210095821570275	0	4	membrane raft	CC	1.0
GO:0032780	0.999999999991271	0.7847884348149247	0	4	negative regulation of ATPase activity	BP	1.0
GO:0007053	0.9999999999913021	0.7213274956141501	0	4	spindle assembly involved in male meiosis	BP	1.0
GO:0050072	0.9999999999913995	0.7276728654565489	0	4	m7G(5')pppN diphosphatase activity	MF	1.0
GO:0070544	0.9999999999914916	0.8536238252374935	0	2	histone H3-K36 demethylation	BP	1.0
GO:2000781	0.9999999999915704	0.8518466398547386	0	2	positive regulation of double-strand break repair	BP	1.0
GO:0048691	0.9999999999915866	0.7229798399068411	0	4	positive regulation of axon extension involved in regeneration	BP	1.0
GO:0106140	0.9999999999915954	0.7849740242261289	0	3	P-TEFb complex binding	MF	1.0
GO:0045837	0.9999999999916199	0.8491149209843106	0	2	negative regulation of membrane potential	BP	1.0
GO:0070762	0.9999999999916199	0.8491149209843106	0	2	nuclear pore transmembrane ring	CC	1.0
GO:1990817	0.9999999999916199	0.8491149209843106	0	2	RNA adenylyltransferase activity	MF	1.0
GO:0006480	0.9999999999916214	0.9282285878092529	0	1	N-terminal protein amino acid methylation	BP	1.0
GO:0071885	0.9999999999916214	0.9282285878092529	0	1	N-terminal protein N-methyltransferase activity	MF	1.0
GO:0070059	0.9999999999916417	0.6797123782421816	0	5	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	BP	1.0
GO:0006048	0.9999999999916496	0.7886342116415828	0	3	UDP-N-acetylglucosamine biosynthetic process	BP	1.0
GO:0008440	0.9999999999916938	0.8554252872319643	0	2	inositol-1,4,5-trisphosphate 3-kinase activity	MF	1.0
GO:0006117	0.999999999991713	0.6890573280549901	0	5	acetaldehyde metabolic process	BP	1.0
GO:0007621	0.9999999999917565	0.8506717001229098	0	4	negative regulation of female receptivity	BP	1.0
GO:0031466	0.9999999999917625	0.80895097389882	0	3	Cul5-RING ubiquitin ligase complex	CC	1.0
GO:0106083	0.9999999999918345	0.8634116450190504	0	2	nuclear membrane protein complex	CC	1.0
GO:0004809	0.9999999999918977	0.8498324002517043	0	2	tRNA (guanine-N2-)-methyltransferase activity	MF	1.0
GO:0018024	0.9999999999920544	0.7212078553611304	0	4	histone-lysine N-methyltransferase activity	MF	1.0
GO:0035494	0.9999999999921079	0.7218893189671515	0	4	SNARE complex disassembly	BP	1.0
GO:0003906	0.9999999999922113	0.7364292037995682	0	4	DNA-(apurinic or apyrimidinic site) endonuclease activity	MF	1.0
GO:0008065	0.9999999999922146	0.9893564532467352	0	1	establishment of blood-nerve barrier	BP	1.0
GO:0033615	0.9999999999922616	0.715360693234112	0	5	mitochondrial proton-transporting ATP synthase complex assembly	BP	1.0
GO:0051793	0.9999999999923159	0.7229799436932326	0	4	medium-chain fatty acid catabolic process	BP	1.0
GO:0033819	0.9999999999923836	0.9349245635690865	0	1	lipoyl(octanoyl) transferase activity	MF	1.0
GO:0005760	0.9999999999924286	0.8504016069603454	0	2	gamma DNA polymerase complex	CC	1.0
GO:0002244	0.9999999999925099	0.9226252511103331	0	1	hematopoietic progenitor cell differentiation	BP	1.0
GO:1902176	0.9999999999925099	0.9226252511103331	0	1	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	BP	1.0
GO:0004352	0.9999999999925256	0.8493121253235368	0	2	glutamate dehydrogenase (NAD+) activity	MF	1.0
GO:0003896	0.9999999999925681	0.8504096049422807	0	2	DNA primase activity	MF	1.0
GO:0050769	0.9999999999925969	0.7251975340929617	0	4	positive regulation of neurogenesis	BP	1.0
GO:0007604	0.9999999999926191	0.6713182984686131	0	5	phototransduction, UV	BP	1.0
GO:0005242	0.999999999992635	0.730623855761952	0	4	inward rectifier potassium channel activity	MF	1.0
GO:0032467	0.9999999999927346	0.7303111243296995	0	4	positive regulation of cytokinesis	BP	1.0
GO:2001020	0.9999999999927693	0.6693057521020285	0	5	regulation of response to DNA damage stimulus	BP	1.0
GO:0009249	0.9999999999927861	0.796902125046541	0	4	protein lipoylation	BP	1.0
GO:0048635	0.9999999999928001	0.8770489679972991	0	2	negative regulation of muscle organ development	BP	1.0
GO:0009994	0.9999999999928058	0.7532823796912105	0	4	oocyte differentiation	BP	1.0
GO:0000104	0.9999999999928258	0.8491095837431168	0	2	succinate dehydrogenase activity	MF	1.0
GO:0000335	0.9999999999928258	0.8491095837431168	0	2	negative regulation of transposition, DNA-mediated	BP	1.0
GO:0000403	0.9999999999928258	0.8491095837431168	0	2	Y-form DNA binding	MF	1.0
GO:0000466	0.9999999999928258	0.8491095837431168	0	2	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP	1.0
GO:0000711	0.9999999999928258	0.8491095837431168	0	2	meiotic DNA repair synthesis	BP	1.0
GO:0000965	0.9999999999928258	0.8491095837431168	0	2	mitochondrial RNA 3'-end processing	BP	1.0
GO:0001221	0.9999999999928258	0.8491095837431168	0	2	transcription coregulator binding	MF	1.0
GO:0001586	0.9999999999928258	0.8491095837431168	0	2	Gi/o-coupled serotonin receptor activity	MF	1.0
GO:0001591	0.9999999999928258	0.8491095837431168	0	2	dopamine neurotransmitter receptor activity, coupled via Gi/Go	MF	1.0
GO:0001641	0.9999999999928258	0.8491095837431168	0	2	group II metabotropic glutamate receptor activity	MF	1.0
GO:0001675	0.9999999999928258	0.8491095837431168	0	2	acrosome assembly	BP	1.0
GO:0001920	0.9999999999928258	0.8491095837431168	0	2	negative regulation of receptor recycling	BP	1.0
GO:0001940	0.9999999999928258	0.8491095837431168	0	2	male pronucleus	CC	1.0
GO:0001956	0.9999999999928258	0.8491095837431168	0	2	positive regulation of neurotransmitter secretion	BP	1.0
GO:0002116	0.9999999999928258	0.8491095837431168	0	2	semaphorin receptor complex	CC	1.0
GO:0002809	0.9999999999928258	0.8491095837431168	0	2	negative regulation of antibacterial peptide biosynthetic process	BP	1.0
GO:0003144	0.9999999999928258	0.8491095837431168	0	2	embryonic heart tube formation	BP	1.0
GO:0003254	0.9999999999928258	0.8491095837431168	0	2	regulation of membrane depolarization	BP	1.0
GO:0003331	0.9999999999928258	0.8491095837431168	0	2	positive regulation of extracellular matrix constituent secretion	BP	1.0
GO:0003344	0.9999999999928258	0.8491095837431168	0	2	pericardium morphogenesis	BP	1.0
GO:0003833	0.9999999999928258	0.8491095837431168	0	2	beta-alanyl-dopamine synthase activity	MF	1.0
GO:0003918	0.9999999999928258	0.8491095837431168	0	2	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	MF	1.0
GO:0003987	0.9999999999928258	0.8491095837431168	0	2	acetate-CoA ligase activity	MF	1.0
GO:0004095	0.9999999999928258	0.8491095837431168	0	2	carnitine O-palmitoyltransferase activity	MF	1.0
GO:0004100	0.9999999999928258	0.8491095837431168	0	2	chitin synthase activity	MF	1.0
GO:0004103	0.9999999999928258	0.8491095837431168	0	2	choline kinase activity	MF	1.0
GO:0004104	0.9999999999928258	0.8491095837431168	0	2	cholinesterase activity	MF	1.0
GO:0004169	0.9999999999928258	0.8491095837431168	0	2	dolichyl-phosphate-mannose-protein mannosyltransferase activity	MF	1.0
GO:0004305	0.9999999999928258	0.8491095837431168	0	2	ethanolamine kinase activity	MF	1.0
GO:0004360	0.9999999999928258	0.8491095837431168	0	2	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	MF	1.0
GO:0004483	0.9999999999928258	0.8491095837431168	0	2	mRNA (nucleoside-2'-O-)-methyltransferase activity	MF	1.0
GO:0004485	0.9999999999928258	0.8491095837431168	0	2	methylcrotonoyl-CoA carboxylase activity	MF	1.0
GO:0004530	0.9999999999928258	0.8491095837431168	0	2	deoxyribonuclease I activity	MF	1.0
GO:0004555	0.9999999999928258	0.8491095837431168	0	2	alpha,alpha-trehalase activity	MF	1.0
GO:0004579	0.9999999999928258	0.8491095837431168	0	2	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	MF	1.0
GO:0004675	0.9999999999928258	0.8491095837431168	0	2	transmembrane receptor protein serine/threonine kinase activity	MF	1.0
GO:0004687	0.9999999999928258	0.8491095837431168	0	2	myosin light chain kinase activity	MF	1.0
GO:0004694	0.9999999999928258	0.8491095837431168	0	2	eukaryotic translation initiation factor 2alpha kinase activity	MF	1.0
GO:0004703	0.9999999999928258	0.8491095837431168	0	2	G protein-coupled receptor kinase activity	MF	1.0
GO:0004711	0.9999999999928258	0.8491095837431168	0	2	ribosomal protein S6 kinase activity	MF	1.0
GO:0004802	0.9999999999928258	0.8491095837431168	0	2	transketolase activity	MF	1.0
GO:0004822	0.9999999999928258	0.8491095837431168	0	2	isoleucine-tRNA ligase activity	MF	1.0
GO:0004823	0.9999999999928258	0.8491095837431168	0	2	leucine-tRNA ligase activity	MF	1.0
GO:0004825	0.9999999999928258	0.8491095837431168	0	2	methionine-tRNA ligase activity	MF	1.0
GO:0004832	0.9999999999928258	0.8491095837431168	0	2	valine-tRNA ligase activity	MF	1.0
GO:0004839	0.9999999999928258	0.8491095837431168	0	2	ubiquitin activating enzyme activity	MF	1.0
GO:0004862	0.9999999999928258	0.8491095837431168	0	2	cAMP-dependent protein kinase inhibitor activity	MF	1.0
GO:0004895	0.9999999999928258	0.8491095837431168	0	2	cell adhesion receptor activity	MF	1.0
GO:0004994	0.9999999999928258	0.8491095837431168	0	2	somatostatin receptor activity	MF	1.0
GO:0005007	0.9999999999928258	0.8491095837431168	0	2	fibroblast growth factor-activated receptor activity	MF	1.0
GO:0005024	0.9999999999928258	0.8491095837431168	0	2	transforming growth factor beta-activated receptor activity	MF	1.0
GO:0005025	0.9999999999928258	0.8491095837431168	0	2	transforming growth factor beta receptor activity, type I	MF	1.0
GO:0005042	0.9999999999928258	0.8491095837431168	0	2	netrin receptor activity	MF	1.0
GO:0005048	0.9999999999928258	0.8491095837431168	0	2	signal sequence binding	MF	1.0
GO:0005217	0.9999999999928258	0.8491095837431168	0	2	intracellular ligand-gated ion channel activity	MF	1.0
GO:0005391	0.9999999999928258	0.8491095837431168	0	2	P-type sodium:potassium-exchanging transporter activity	MF	1.0
GO:0005415	0.9999999999928258	0.8491095837431168	0	2	nucleoside:sodium symporter activity	MF	1.0
GO:0005638	0.9999999999928258	0.8491095837431168	0	2	lamin filament	CC	1.0
GO:0005641	0.9999999999928258	0.8491095837431168	0	2	nuclear envelope lumen	CC	1.0
GO:0005642	0.9999999999928258	0.8491095837431168	0	2	annulate lamellae	CC	1.0
GO:0005697	0.9999999999928258	0.8491095837431168	0	2	telomerase holoenzyme complex	CC	1.0
GO:0005943	0.9999999999928258	0.8491095837431168	0	2	phosphatidylinositol 3-kinase complex, class IA	CC	1.0
GO:0005979	0.9999999999928258	0.8491095837431168	0	2	regulation of glycogen biosynthetic process	BP	1.0
GO:0005991	0.9999999999928258	0.8491095837431168	0	2	trehalose metabolic process	BP	1.0
GO:0005993	0.9999999999928258	0.8491095837431168	0	2	trehalose catabolic process	BP	1.0
GO:0006031	0.9999999999928258	0.8491095837431168	0	2	chitin biosynthetic process	BP	1.0
GO:0006038	0.9999999999928258	0.8491095837431168	0	2	cell wall chitin biosynthetic process	BP	1.0
GO:0006110	0.9999999999928258	0.8491095837431168	0	2	regulation of glycolytic process	BP	1.0
GO:0006277	0.9999999999928258	0.8491095837431168	0	2	DNA amplification	BP	1.0
GO:0006382	0.9999999999928258	0.8491095837431168	0	2	adenosine to inosine editing	BP	1.0
GO:0006428	0.9999999999928258	0.8491095837431168	0	2	isoleucyl-tRNA aminoacylation	BP	1.0
GO:0006429	0.9999999999928258	0.8491095837431168	0	2	leucyl-tRNA aminoacylation	BP	1.0
GO:0006431	0.9999999999928258	0.8491095837431168	0	2	methionyl-tRNA aminoacylation	BP	1.0
GO:0006438	0.9999999999928258	0.8491095837431168	0	2	valyl-tRNA aminoacylation	BP	1.0
GO:0006516	0.9999999999928258	0.8491095837431168	0	2	glycoprotein catabolic process	BP	1.0
GO:0006585	0.9999999999928258	0.8491095837431168	0	2	dopamine biosynthetic process from tyrosine	BP	1.0
GO:0006650	0.9999999999928258	0.8491095837431168	0	2	glycerophospholipid metabolic process	BP	1.0
GO:0006848	0.9999999999928258	0.8491095837431168	0	2	pyruvate transport	BP	1.0
GO:0006873	0.9999999999928258	0.8491095837431168	0	2	cellular ion homeostasis	BP	1.0
GO:0006875	0.9999999999928258	0.8491095837431168	0	2	cellular metal ion homeostasis	BP	1.0
GO:0007004	0.9999999999928258	0.8491095837431168	0	2	telomere maintenance via telomerase	BP	1.0
GO:0007054	0.9999999999928258	0.8491095837431168	0	2	spindle assembly involved in male meiosis I	BP	1.0
GO:0007066	0.9999999999928258	0.8491095837431168	0	2	female meiosis sister chromatid cohesion	BP	1.0
GO:0007164	0.9999999999928258	0.8491095837431168	0	2	establishment of tissue polarity	BP	1.0
GO:0007198	0.9999999999928258	0.8491095837431168	0	2	adenylate cyclase-inhibiting serotonin receptor signaling pathway	BP	1.0
GO:0007208	0.9999999999928258	0.8491095837431168	0	2	phospholipase C-activating serotonin receptor signaling pathway	BP	1.0
GO:0007267	0.9999999999928258	0.8491095837431168	0	2	cell-cell signaling	BP	1.0
GO:0007355	0.9999999999928258	0.8491095837431168	0	2	anterior region determination	BP	1.0
GO:0007382	0.9999999999928258	0.8491095837431168	0	2	specification of segmental identity, maxillary segment	BP	1.0
GO:0007383	0.9999999999928258	0.8491095837431168	0	2	specification of segmental identity, antennal segment	BP	1.0
GO:0007449	0.9999999999928258	0.8491095837431168	0	2	proximal/distal pattern formation, imaginal disc	BP	1.0
GO:0007495	0.9999999999928258	0.8491095837431168	0	2	visceral mesoderm-endoderm interaction involved in midgut development	BP	1.0
GO:0007505	0.9999999999928258	0.8491095837431168	0	2	adult fat body development	BP	1.0
GO:0008048	0.9999999999928258	0.8491095837431168	0	2	calcium sensitive guanylate cyclase activator activity	MF	1.0
GO:0008050	0.9999999999928258	0.8491095837431168	0	2	female courtship behavior	BP	1.0
GO:0008126	0.9999999999928258	0.8491095837431168	0	2	acetylesterase activity	MF	1.0
GO:0008186	0.9999999999928258	0.8491095837431168	0	2	ATP-dependent activity, acting on RNA	MF	1.0
GO:0008231	0.9999999999928258	0.8491095837431168	0	2	repressor ecdysone receptor complex	CC	1.0
GO:0008232	0.9999999999928258	0.8491095837431168	0	2	activator ecdysone receptor complex	CC	1.0
GO:0008251	0.9999999999928258	0.8491095837431168	0	2	tRNA-specific adenosine deaminase activity	MF	1.0
GO:0008292	0.9999999999928258	0.8491095837431168	0	2	acetylcholine biosynthetic process	BP	1.0
GO:0008330	0.9999999999928258	0.8491095837431168	0	2	protein tyrosine/threonine phosphatase activity	MF	1.0
GO:0008331	0.9999999999928258	0.8491095837431168	0	2	high voltage-gated calcium channel activity	MF	1.0
GO:0008332	0.9999999999928258	0.8491095837431168	0	2	low voltage-gated calcium channel activity	MF	1.0
GO:0008349	0.9999999999928258	0.8491095837431168	0	2	MAP kinase kinase kinase kinase activity	MF	1.0
GO:0008359	0.9999999999928258	0.8491095837431168	0	2	regulation of bicoid mRNA localization	BP	1.0
GO:0008377	0.9999999999928258	0.8491095837431168	0	2	light-induced release of internally sequestered calcium ion	BP	1.0
GO:0008432	0.9999999999928258	0.8491095837431168	0	2	JUN kinase binding	MF	1.0
GO:0008467	0.9999999999928258	0.8491095837431168	0	2	[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity	MF	1.0
GO:0008545	0.9999999999928258	0.8491095837431168	0	2	JUN kinase kinase activity	MF	1.0
GO:0008973	0.9999999999928258	0.8491095837431168	0	2	phosphopentomutase activity	MF	1.0
GO:0009100	0.9999999999928258	0.8491095837431168	0	2	glycoprotein metabolic process	BP	1.0
GO:0009101	0.9999999999928258	0.8491095837431168	0	2	glycoprotein biosynthetic process	BP	1.0
GO:0009410	0.9999999999928258	0.8491095837431168	0	2	response to xenobiotic stimulus	BP	1.0
GO:0009415	0.9999999999928258	0.8491095837431168	0	2	response to water	BP	1.0
GO:0009449	0.9999999999928258	0.8491095837431168	0	2	gamma-aminobutyric acid biosynthetic process	BP	1.0
GO:0009451	0.9999999999928258	0.8491095837431168	0	2	RNA modification	BP	1.0
GO:0009798	0.9999999999928258	0.8491095837431168	0	2	axis specification	BP	1.0
GO:0009890	0.9999999999928258	0.8491095837431168	0	2	negative regulation of biosynthetic process	BP	1.0
GO:0009987	0.9999999999928258	0.8491095837431168	0	2	cellular process	BP	1.0
GO:0010034	0.9999999999928258	0.8491095837431168	0	2	response to acetate	BP	1.0
GO:0010040	0.9999999999928258	0.8491095837431168	0	2	response to iron(II) ion	BP	1.0
GO:0010085	0.9999999999928258	0.8491095837431168	0	2	polarity specification of proximal/distal axis	BP	1.0
GO:0010114	0.9999999999928258	0.8491095837431168	0	2	response to red light	BP	1.0
GO:0010157	0.9999999999928258	0.8491095837431168	0	2	response to chlorate	BP	1.0
GO:0010390	0.9999999999928258	0.8491095837431168	0	2	histone monoubiquitination	BP	1.0
GO:0010452	0.9999999999928258	0.8491095837431168	0	2	histone H3-K36 methylation	BP	1.0
GO:0010461	0.9999999999928258	0.8491095837431168	0	2	light-activated ion channel activity	MF	1.0
GO:0010484	0.9999999999928258	0.8491095837431168	0	2	H3 histone acetyltransferase activity	MF	1.0
GO:0010513	0.9999999999928258	0.8491095837431168	0	2	positive regulation of phosphatidylinositol biosynthetic process	BP	1.0
GO:0010564	0.9999999999928258	0.8491095837431168	0	2	regulation of cell cycle process	BP	1.0
GO:0010571	0.9999999999928258	0.8491095837431168	0	2	positive regulation of nuclear cell cycle DNA replication	BP	1.0
GO:0010635	0.9999999999928258	0.8491095837431168	0	2	regulation of mitochondrial fusion	BP	1.0
GO:0010877	0.9999999999928258	0.8491095837431168	0	2	lipid transport involved in lipid storage	BP	1.0
GO:0010891	0.9999999999928258	0.8491095837431168	0	2	negative regulation of sequestering of triglyceride	BP	1.0
GO:0010906	0.9999999999928258	0.8491095837431168	0	2	regulation of glucose metabolic process	BP	1.0
GO:0010975	0.9999999999928258	0.8491095837431168	0	2	regulation of neuron projection development	BP	1.0
GO:0010977	0.9999999999928258	0.8491095837431168	0	2	negative regulation of neuron projection development	BP	1.0
GO:0010992	0.9999999999928258	0.8491095837431168	0	2	ubiquitin recycling	BP	1.0
GO:0014881	0.9999999999928258	0.8491095837431168	0	2	regulation of myofibril size	BP	1.0
GO:0015054	0.9999999999928258	0.8491095837431168	0	2	gastrin receptor activity	MF	1.0
GO:0015208	0.9999999999928258	0.8491095837431168	0	2	guanine transmembrane transporter activity	MF	1.0
GO:0015220	0.9999999999928258	0.8491095837431168	0	2	choline transmembrane transporter activity	MF	1.0
GO:0015501	0.9999999999928258	0.8491095837431168	0	2	glutamate:sodium symporter activity	MF	1.0
GO:0015744	0.9999999999928258	0.8491095837431168	0	2	succinate transport	BP	1.0
GO:0015812	0.9999999999928258	0.8491095837431168	0	2	gamma-aminobutyric acid transport	BP	1.0
GO:0015816	0.9999999999928258	0.8491095837431168	0	2	glycine transport	BP	1.0
GO:0015854	0.9999999999928258	0.8491095837431168	0	2	guanine transport	BP	1.0
GO:0015910	0.9999999999928258	0.8491095837431168	0	2	long-chain fatty acid import into peroxisome	BP	1.0
GO:0016185	0.9999999999928258	0.8491095837431168	0	2	synaptic vesicle budding from presynaptic endocytic zone membrane	BP	1.0
GO:0016198	0.9999999999928258	0.8491095837431168	0	2	axon choice point recognition	BP	1.0
GO:0016241	0.9999999999928258	0.8491095837431168	0	2	regulation of macroautophagy	BP	1.0
GO:0016362	0.9999999999928258	0.8491095837431168	0	2	activin receptor activity, type II	MF	1.0
GO:0016443	0.9999999999928258	0.8491095837431168	0	2	bidentate ribonuclease III activity	MF	1.0
GO:0016461	0.9999999999928258	0.8491095837431168	0	2	unconventional myosin complex	CC	1.0
GO:0016528	0.9999999999928258	0.8491095837431168	0	2	sarcoplasm	CC	1.0
