category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	fdr
GO_MYELOID_PROGENITOR_CELL_DIFFERENTIATION	1.0	0.9887597299875551	0	5	1.0
GO_MYOBLAST_DIFFERENTIATION	1.0	0.8324305583408164	0	86	1.0
GO_MYOBLAST_FATE_COMMITMENT	1.0	0.9889262508967944	0	5	1.0
GO_MYOBLAST_FUSION	1.0	0.9148149135699749	0	42	1.0
GO_MYOBLAST_FUSION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION	1.0	0.9911301623739591	0	5	1.0
GO_MYOBLAST_MIGRATION	1.0	0.9716332228549708	0	13	1.0
GO_MYOBLAST_PROLIFERATION	1.0	0.9518180360982729	0	28	1.0
GO_MYOFIBRIL_ASSEMBLY	1.0	0.8613489464347989	0	68	1.0
GO_MYOFIBROBLAST_DIFFERENTIATION	1.0	0.9892419059055978	0	6	1.0
GO_MYOSIN_FILAMENT_ORGANIZATION	1.0	0.9811414043695668	0	8	1.0
GO_MYOTUBE_CELL_DEVELOPMENT	1.0	0.9281472916533863	0	34	1.0
GO_MYOTUBE_DIFFERENTIATION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION	1.0	0.9845322047581208	0	8	1.0
GO_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS	1.0	0.958688493641657	0	19	1.0
GO_N_ACETYLNEURAMINATE_CATABOLIC_PROCESS	1.0	0.9877742254401525	0	6	1.0
GO_N_ACETYLNEURAMINATE_METABOLIC_PROCESS	1.0	0.9766598878441056	0	11	1.0
GO_N_ACYLPHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	1.0	0.9954768935795064	0	2	1.0
GO_N_GLYCAN_PROCESSING	1.0	0.9657569700884125	0	15	1.0
GO_N_TERMINAL_PEPTIDYL_METHIONINE_ACETYLATION	1.0	0.9847080305232002	0	7	1.0
GO_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION	1.0	0.9637785638932576	0	17	1.0
GO_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	1.0	0.9395928769833537	0	29	1.0
GO_N_TERMINAL_PROTEIN_LIPIDATION	1.0	0.9866654124481489	0	6	1.0
GO_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY	1.0	0.969920664874534	0	14	1.0
GO_NAD_METABOLIC_PROCESS	1.0	0.8987024958954721	0	50	1.0
GO_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	1.0	0.9076495085542076	0	58	1.0
GO_NADH_METABOLIC_PROCESS	1.0	0.9165910978541598	0	41	1.0
GO_NADP_METABOLIC_PROCESS	1.0	0.9323260443778524	0	33	1.0
GO_NADPH_REGENERATION	1.0	0.9642615689719137	0	17	1.0
GO_NAIL_DEVELOPMENT	1.0	0.9779777356081879	0	10	1.0
GO_NATURAL_KILLER_CELL_ACTIVATION	1.0	0.8467576936764125	0	84	1.0
GO_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	1.0	0.9447910135417359	0	32	1.0
GO_NATURAL_KILLER_CELL_CHEMOTAXIS	1.0	0.9801766826110847	0	11	1.0
GO_NATURAL_KILLER_CELL_CYTOKINE_PRODUCTION	1.0	0.982010363274079	0	9	1.0
GO_NATURAL_KILLER_CELL_DEGRANULATION	1.0	0.9835700584656664	0	8	1.0
GO_NATURAL_KILLER_CELL_DIFFERENTIATION	1.0	0.9539549086423931	0	22	1.0
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	1.0	0.9808485118223608	0	9	1.0
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	1.0	0.8754013801130892	0	64	1.0
GO_NATURAL_KILLER_CELL_PROLIFERATION	1.0	0.9772500137490076	0	11	1.0
GO_NCRNA_3_END_PROCESSING	1.0	0.9103496227011342	0	48	1.0
GO_NCRNA_CATABOLIC_PROCESS	1.0	0.9308872390833051	0	33	1.0
GO_NCRNA_EXPORT_FROM_NUCLEUS	1.0	0.9202289218106868	0	37	1.0
GO_NCRNA_METABOLIC_PROCESS	1.0	0.3877935213072192	0	447	1.0
GO_NCRNA_PROCESSING	1.0	0.4597655152495043	0	371	1.0
GO_NCRNA_TRANSCRIPTION	1.0	0.799553305806696	0	104	1.0
GO_NECROPTOTIC_SIGNALING_PATHWAY	1.0	0.9870846080815988	0	6	1.0
GO_NECROTIC_CELL_DEATH	1.0	0.8963693923469506	0	59	1.0
GO_NEGATIVE_CHEMOTAXIS	1.0	0.9038077673800832	0	44	1.0
GO_NEGATIVE_REGULATION_BY_HOST_OF_SYMBIONT_MOLECULAR_FUNCTION	1.0	0.9870492987887248	0	7	1.0
GO_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION	1.0	0.9852061240055374	0	8	1.0
GO_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	1.0	0.9752302769473259	0	13	1.0
GO_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	1.0	0.9712385666231764	0	14	1.0
GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	1.0	0.9155269775515391	0	39	1.0
GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	1.0	0.8860334147550001	0	56	1.0
GO_NEGATIVE_REGULATION_OF_ACTIN_NUCLEATION	1.0	0.9833187035711517	0	8	1.0
GO_NEGATIVE_REGULATION_OF_ACTION_POTENTIAL	1.0	0.979328572944057	0	13	1.0
GO_NEGATIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	1.0	0.9759301278891489	0	11	1.0
GO_NEGATIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	1.0	0.9784058415039405	0	10	1.0
GO_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	1.0	0.9760272816521047	0	12	1.0
GO_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	1.0	0.9895126077119671	0	5	1.0
GO_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	1.0	0.9061154671766161	0	46	1.0
GO_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	1.0	0.9914631185094726	0	5	1.0
GO_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1.0	0.9790929490436089	0	11	1.0
GO_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	1.0	0.9488609984207897	0	25	1.0
GO_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	1.0	0.968809906851007	0	17	1.0
GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	1.0	0.9213386197538702	0	38	1.0
GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	1.0	0.9485296184174203	0	24	1.0
GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	1.0	0.9790705125034065	0	10	1.0
GO_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT	1.0	0.9484089512726852	0	24	1.0
GO_NEGATIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	1.0	0.9783095621591985	0	10	1.0
GO_NEGATIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE	1.0	0.9808235954485419	0	10	1.0
GO_NEGATIVE_REGULATION_OF_AMYLOID_BETA_FORMATION	1.0	0.9716883990294656	0	13	1.0
GO_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION	1.0	0.990276210513111	0	5	1.0
GO_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS	1.0	0.982625680962855	0	9	1.0
GO_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	1.0	0.96651089764918	0	16	1.0
GO_NEGATIVE_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	1.0	0.966434122315094	0	15	1.0
GO_NEGATIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	1.0	0.9262472225378813	0	35	1.0
GO_NEGATIVE_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	1.0	0.9711275540350885	0	13	1.0
GO_NEGATIVE_REGULATION_OF_ANION_TRANSPORT	1.0	0.9407158023862665	0	28	1.0
GO_NEGATIVE_REGULATION_OF_ANOIKIS	1.0	0.9643810547483042	0	16	1.0
GO_NEGATIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	1.0	0.9807095727528032	0	9	1.0
GO_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	1.0	0.9426637745435182	0	28	1.0
GO_NEGATIVE_REGULATION_OF_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL	1.0	0.9901313301854724	0	5	1.0
GO_NEGATIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	1.0	0.9866825429078191	0	6	1.0
GO_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.6161183450967002	0	229	1.0
GO_NEGATIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	1.0	0.987656312275782	0	6	1.0
GO_NEGATIVE_REGULATION_OF_ARTERY_MORPHOGENESIS	1.0	0.9959774099363996	0	5	1.0
GO_NEGATIVE_REGULATION_OF_ASTROCYTE_ACTIVATION	1.0	0.9929945157488648	0	5	1.0
GO_NEGATIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	1.0	0.9732582290199274	0	14	1.0
GO_NEGATIVE_REGULATION_OF_ATP_METABOLIC_PROCESS	1.0	0.9465625720796872	0	26	1.0
GO_NEGATIVE_REGULATION_OF_ATPASE_ACTIVITY	1.0	0.9644475668787446	0	18	1.0
GO_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	1.0	0.9729625388461653	0	13	1.0
GO_NEGATIVE_REGULATION_OF_AUTOPHAGY	1.0	0.8382403470281508	0	82	1.0
GO_NEGATIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	1.0	0.9804402747308383	0	9	1.0
GO_NEGATIVE_REGULATION_OF_AXON_EXTENSION	1.0	0.9121242084369592	0	41	1.0
GO_NEGATIVE_REGULATION_OF_AXON_GUIDANCE	1.0	0.9392198915370262	0	27	1.0
GO_NEGATIVE_REGULATION_OF_AXONOGENESIS	1.0	0.8572986190630202	0	68	1.0
GO_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION	1.0	0.9327512174773014	0	32	1.0
GO_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	1.0	0.9738559870908663	0	13	1.0
GO_NEGATIVE_REGULATION_OF_B_CELL_DIFFERENTIATION	1.0	0.9894243290482264	0	5	1.0
GO_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	1.0	0.9763589066528245	0	11	1.0
GO_NEGATIVE_REGULATION_OF_B_CELL_PROLIFERATION	1.0	0.9659139627884401	0	16	1.0
GO_NEGATIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1.0	0.984490535049509	0	8	1.0
GO_NEGATIVE_REGULATION_OF_BEHAVIOR	1.0	0.9710401793428023	0	16	1.0
GO_NEGATIVE_REGULATION_OF_BILE_ACID_METABOLIC_PROCESS	1.0	0.9901119780450187	0	5	1.0
GO_NEGATIVE_REGULATION_OF_BINDING	1.0	0.7036133128538875	0	166	1.0
GO_NEGATIVE_REGULATION_OF_BIOMINERALIZATION	1.0	0.9409100650371942	0	29	1.0
GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	1.0	0.9291017010175859	0	37	1.0
GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	1.0	0.9058058322622088	0	47	1.0
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER	1.0	0.8307524225989125	0	85	1.0
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	1.0	0.8967529000041583	0	79	1.0
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	1.0	0.9746154620748699	0	25	1.0
GO_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	1.0	0.8930942628746035	0	52	1.0
GO_NEGATIVE_REGULATION_OF_BONE_DEVELOPMENT	1.0	0.9783007565955681	0	10	1.0
GO_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION	1.0	0.9605395327277472	0	20	1.0
GO_NEGATIVE_REGULATION_OF_BONE_REMODELING	1.0	0.9686286044738742	0	15	1.0
GO_NEGATIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	1.0	0.9674648150773516	0	15	1.0
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	1.0	0.9796471751104244	0	9	1.0
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT	1.0	0.9847582700970685	0	9	1.0
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	1.0	0.9125953330576828	0	48	1.0
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	1.0	0.8716312531321769	0	71	1.0
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	1.0	0.9657466793463283	0	18	1.0
GO_NEGATIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	1.0	0.9361805530757621	0	32	1.0
GO_NEGATIVE_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	1.0	0.9790433140566724	0	11	1.0
GO_NEGATIVE_REGULATION_OF_CAMP_MEDIATED_SIGNALING	1.0	0.9485414668350185	0	25	1.0
GO_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	1.0	0.6837469714822209	0	181	1.0
GO_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	1.0	0.898594988591498	0	49	1.0
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION	1.0	0.9846444190808107	0	8	1.0
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	1.0	0.9638556439622622	0	21	1.0
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	1.0	0.9854092666715453	0	8	1.0
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	1.0	0.9223010044383989	0	43	1.0
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_GROWTH	1.0	0.9422456487382109	0	32	1.0
GO_NEGATIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	1.0	0.9492417895834456	0	27	1.0
GO_NEGATIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	1.0	0.9694338383786615	0	14	1.0
GO_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	1.0	0.8995001983595934	0	57	1.0
GO_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1.0	0.9390124396538174	0	29	1.0
GO_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	1.0	0.9562655584522753	0	20	1.0
GO_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	1.0	0.9835636592611304	0	8	1.0
GO_NEGATIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1.0	0.9871107496523148	0	6	1.0
GO_NEGATIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	1.0	0.9731221787612409	0	12	1.0
GO_NEGATIVE_REGULATION_OF_CELL_AGING	1.0	0.9464960447541423	0	27	1.0
GO_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	1.0	0.9831105223374478	0	8	1.0
GO_NEGATIVE_REGULATION_OF_CELL_CHEMOTAXIS_TO_FIBROBLAST_GROWTH_FACTOR	1.0	0.995036969311447	0	5	1.0
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_ARREST	1.0	0.9541536088649706	0	23	1.0
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	1.0	0.9869859195292768	0	6	1.0
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	1.0	0.7807404383261591	0	130	1.0
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	1.0	0.8102889122336414	0	104	1.0
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	1.0	0.5896001186077631	0	265	1.0
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	1.0	0.48709567747614546	0	354	1.0
GO_NEGATIVE_REGULATION_OF_CELL_DIVISION	1.0	0.9632805057973033	0	18	1.0
GO_NEGATIVE_REGULATION_OF_CELL_FATE_COMMITMENT	1.0	0.9754100693607878	0	12	1.0
GO_NEGATIVE_REGULATION_OF_CELL_FATE_SPECIFICATION	1.0	0.9895896335129444	0	5	1.0
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	1.0	0.975988540170792	0	13	1.0
GO_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	1.0	0.9469310314770365	0	24	1.0
GO_NEGATIVE_REGULATION_OF_CELL_KILLING	1.0	0.955184976238112	0	22	1.0
GO_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION	1.0	0.9134226193874315	0	43	1.0
GO_NEGATIVE_REGULATION_OF_CELL_MATURATION	1.0	0.9860689765364551	0	7	1.0
GO_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	1.0	0.9445652126292677	0	44	1.0
GO_NEGATIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	1.0	0.8051841361201152	0	96	1.0
GO_NEGATIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	1.0	0.9881384269563008	0	6	1.0
GO_NEGATIVE_REGULATION_OF_CELL_SIZE	1.0	0.978563378558662	0	10	1.0
GO_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	1.0	0.8648173760417056	0	68	1.0
GO_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	1.0	0.9596162256389168	0	18	1.0
GO_NEGATIVE_REGULATION_OF_CELL_VOLUME	1.0	0.988374406647786	0	5	1.0
GO_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	1.0	0.6818476422348824	0	225	1.0
GO_NEGATIVE_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS	1.0	0.9855024939533046	0	7	1.0
GO_NEGATIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	1.0	0.9814317944332485	0	9	1.0
GO_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	1.0	0.8326114342747704	0	86	1.0
GO_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	1.0	0.7825171343400334	0	111	1.0
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPIRATION	1.0	0.9902254731942177	0	5	1.0
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_DRUG	1.0	0.9526659913578963	0	27	1.0
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA	1.0	0.9847973099601621	0	7	1.0
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	1.0	0.9294327722714277	0	35	1.0
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	1.0	0.9749988305834616	0	15	1.0
GO_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE	1.0	0.9564551050978778	0	22	1.0
GO_NEGATIVE_REGULATION_OF_CENTRIOLE_REPLICATION	1.0	0.9825643802703419	0	8	1.0
GO_NEGATIVE_REGULATION_OF_CENTROSOME_CYCLE	1.0	0.9706669829185884	0	14	1.0
GO_NEGATIVE_REGULATION_OF_CERAMIDE_BIOSYNTHETIC_PROCESS	1.0	0.9895490711888811	0	5	1.0
GO_NEGATIVE_REGULATION_OF_CGMP_MEDIATED_SIGNALING	1.0	0.9863684820857637	0	6	1.0
GO_NEGATIVE_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY	1.0	0.9846704136954657	0	7	1.0
GO_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	1.0	0.9582831806288117	0	23	1.0
GO_NEGATIVE_REGULATION_OF_CHEMOKINE_SECRETION	1.0	0.9944762692426595	0	5	1.0
GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS	1.0	0.8815757134861808	0	62	1.0
GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	1.0	0.9769435629839857	0	21	1.0
GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	1.0	0.986687023902534	0	9	1.0
GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_STORAGE	1.0	0.9809834342326035	0	9	1.0
GO_NEGATIVE_REGULATION_OF_CHROMATIN_BINDING	1.0	0.9817935591512778	0	8	1.0
GO_NEGATIVE_REGULATION_OF_CHROMATIN_ORGANIZATION	1.0	0.8976397725718254	0	49	1.0
GO_NEGATIVE_REGULATION_OF_CHROMATIN_SILENCING	1.0	0.9802402930195757	0	9	1.0
GO_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	1.0	0.75095500579564	0	131	1.0
GO_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	1.0	0.9092085364506594	0	45	1.0
GO_NEGATIVE_REGULATION_OF_CILIUM_ASSEMBLY	1.0	0.9756948118627684	0	11	1.0
GO_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM	1.0	0.9679297027356505	0	15	1.0
GO_NEGATIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP	1.0	0.990397267063825	0	5	1.0
GO_NEGATIVE_REGULATION_OF_COAGULATION	1.0	0.8869730503617683	0	57	1.0
GO_NEGATIVE_REGULATION_OF_COFACTOR_METABOLIC_PROCESS	1.0	0.9836370946031932	0	8	1.0
GO_NEGATIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	1.0	0.9720917408638687	0	18	1.0
GO_NEGATIVE_REGULATION_OF_COLLATERAL_SPROUTING	1.0	0.9796357232274859	0	9	1.0
GO_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	1.0	0.9829073336774835	0	8	1.0
GO_NEGATIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	1.0	0.9873406608196236	0	6	1.0
GO_NEGATIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	1.0	0.9892813188181067	0	5	1.0
GO_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	1.0	0.9335033269762565	0	34	1.0
GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	1.0	0.828255231510112	0	92	1.0
GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.9881941879906208	0	6	1.0
GO_NEGATIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	1.0	0.9315220357701058	0	40	1.0
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	1.0	0.9511037855718236	0	25	1.0
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	1.0	0.9604220779229867	0	22	1.0
GO_NEGATIVE_REGULATION_OF_CYTOKINE_SECRETION_INVOLVED_IN_IMMUNE_RESPONSE	1.0	0.988798057089312	0	6	1.0
GO_NEGATIVE_REGULATION_OF_CYTOKINESIS	1.0	0.9851169563282063	0	7	1.0
GO_NEGATIVE_REGULATION_OF_CYTOLYSIS	1.0	0.9903393466064833	0	5	1.0
GO_NEGATIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION	1.0	0.9823207274364815	0	8	1.0
GO_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	1.0	0.9627185599014166	0	18	1.0
GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	1.0	0.6257833583667064	0	247	1.0
GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM	1.0	0.9850853993414656	0	8	1.0
GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	1.0	0.9493097662804285	0	24	1.0
GO_NEGATIVE_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	1.0	0.9740232745793415	0	15	1.0
GO_NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS	1.0	0.9651024772949501	0	16	1.0
GO_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_APOPTOTIC_PROCESS	1.0	0.9864197258945114	0	7	1.0
GO_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	1.0	0.9880772043914524	0	6	1.0
GO_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	1.0	0.9705565142437683	0	13	1.0
GO_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	1.0	0.9842904183882871	0	7	1.0
GO_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION	1.0	0.785724299196976	0	110	1.0
GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	1.0	0.7886261707560058	0	111	1.0
GO_NEGATIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	1.0	0.9665113092034083	0	18	1.0
GO_NEGATIVE_REGULATION_OF_DNA_BINDING	1.0	0.892588331629883	0	54	1.0
GO_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	1.0	0.920799782219664	0	37	1.0
GO_NEGATIVE_REGULATION_OF_DNA_CATABOLIC_PROCESS	1.0	0.9913269489333812	0	5	1.0
GO_NEGATIVE_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	1.0	0.989205674208464	0	5	1.0
GO_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	1.0	0.9714037904636313	0	14	1.0
GO_NEGATIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	1.0	0.9588378260728526	0	19	1.0
